step, arokato, population, wealth, supply, demand, transactedFrom, transactedTo 
0,AAR01101,1342.907,1406.483740617059,856.269479853105,817.6347523823079,0.0,0.0
0,AAR02101,23.623,21.33683069082733,14.66772725097315,14.37340275788105,0.0,0.0
0,AAR03101,20.105,18.052317011307544,12.470142556441507,12.23255266372171,0.0,0.0
0,AAR03102,32.324,29.533169929656328,20.111677051460365,19.668537258094524,0.0,0.0
0,AAR03104,10.757,9.439911935780401,6.644659453578128,6.544243835861866,0.0,0.0
0,AAR04101,46.857,43.39780295050169,29.22522338331719,28.513333195824185,0.0,0.0
0,AAR04102,11.959,10.535550906424243,7.392288144526271,7.275632310642707,0.0,0.0
0,AAR05103,13.571,12.011200976522755,8.39570046784689,8.256514880834944,0.0,0.0
0,AAR05104,26.951,24.46059716598244,16.748618725166327,16.39867851924845,0.0,0.0
0,AAR05105,13.905,12.31778080101783,8.603704823205199,8.459752334164772,0.0,0.0
0,AAR06101,26.267,23.817357371122558,16.320790243190366,15.982422389351404,0.0,0.0
0,AAR06105,13.74,12.166292563551238,8.500944025207618,8.359350496579548,0.0,0.0
0,AAR06106,16.387,14.604088630760803,10.150394650358695,9.970061826519089,0.0,0.0
0,AAR06107,75.616,71.2725583339268,47.31115456992619,46.01733076323688,0.0,0.0
0,AAR07103,11.579,10.188719239966398,7.155877085353728,7.044409959446615,0.0,0.0
0,AAR07105,60.839,56.88931043337395,38.01115367961238,37.023224933534735,0.0,0.0
0,AAR07106,11.091,9.743927672872944,6.852350573120618,6.747473620435299,0.0,0.0
0,AAR07107,33.9,31.027172282030268,21.098851557621217,20.627664840415907,0.0,0.0
0,AAR08101,25.126,22.745723739337095,15.607281262010808,15.288057606189128,0.0,0.0
0,AAR08102,122.587,117.60923342379351,76.94383776453974,74.6082207312803,0.0,0.0
0,AAR09102,23.795,21.497898731532004,14.775228278650982,14.478073364020718,0.0,0.0
0,AAR09104,42.375,39.102368611249155,26.412285731207984,25.78552823240541,0.0,0.0
0,AAR09106,15.292,13.593734541397724,9.467826495829133,9.303743803282677,0.0,0.0
0,AAR11103,23.695,21.404249310859143,14.712727057088154,14.417218345236808,0.0,0.0
0,AAR11104,18.681,16.728615901308473,11.581310392481045,11.366006109635965,0.0,0.0
0,AAZ01101,1596.55,1682.7684584882077,1019.1569113928754,972.0940785818545,0.0,0.0
0,AAZ01210,11.455,10.075632159318161,7.078743382039749,6.968958723736817,0.0,0.0
0,AAZ01212,28.508,25.927023283314973,17.72275493344257,17.346215337856954,0.0,0.0
0,AAZ01214,23.365,21.095309283480344,14.506485370071667,14.216397084194634,0.0,0.0
0,AAZ01215,40.294,37.11354402763403,25.10688728249283,24.51901974629327,0.0,0.0
0,AAZ01218,13.724,12.151606327226098,8.490979771730608,8.349614571332289,0.0,0.0
0,AAZ01220,10.621,9.316219556737124,6.5601026875551804,6.461491884063507,0.0,0.0
0,AAZ02102,59.754,55.837920345714004,37.32884777117133,36.362846680818485,0.0,0.0
0,AAZ03101,239.824,235.81342449534858,151.19529020205604,145.97647974596794,0.0,0.0
0,AAZ03202,16.371,14.589307233357568,10.14041884226091,9.960325618754037,0.0,0.0
0,AAZ04101,25.162,22.779508323303677,15.629790172307077,15.309965619414237,0.0,0.0
0,AAZ04102,19.756,17.727571121603475,12.252264313679024,12.02017477116271,0.0,0.0
0,AAZ04103,30.908,28.193114396226253,19.224992807341792,18.806789591425755,0.0,0.0
0,AAZ04104,12.263,10.813307783218946,7.581452635905433,7.460611064397608,0.0,0.0
