fr.geocites.gugus.balance.Bonus,fr.geocites.gugus.transaction.FixedCostTransaction,fr.geocites.marius.SubSurfaceResources,fr.geocites.marius.DoubleRedistribution,fr.geocites.gugus.urbanisation.UrbanTransition,fr.geocites.marius.From1959To1989,fr.geocites.marius.From1989To2010,economicMultiplier,populationToWealthExponent,sizeEffectOnSupply,sizeEffectOnDemand,wealthToPopulationExponent,distanceDecay,bonusMultiplier,fixedCost,oilAndGazEffect,coalEffect,territorialTaxes,capitalShareOfTaxes,ruralMultiplier,modelId,distribution,dead,overflow
true,true,true,false,false,true,false,0.5474897248737108,1.0,1.0022623118454186,1.0400799560873584,0.3862770962206277,0.15852168076876935,21.24625482365795,0.06616474887630985,0.021659463629789988,-0.01748991122345156,0.19175620557470083,0.5205179681129493,0.4018337046885393,32,0.014942608881064247,0.0,0.0
true,false,false,false,false,true,false,0.22857320560610228,1.1863149817109804,1.0008618630731336,1.0017228240067522,1.1610847783766995,0.7382675545093007,0.0044807419611386555,94.52135738864908,0.3794598141638823,-1.0,0.41310191919310424,0.11913739948584698,0.07582095310976708,2,0.01430347113075102,0.0,0.0
false,false,true,true,true,true,false,0.13846894106912205,1.1479765203685892,1.0,1.0011942222029184,0.1835035163391503,0.1485978128078061,95.33229347157915,63.973246155889804,0.09660417989799686,-0.01126991045758996,0.18624706727008877,0.49542443517967727,0.0339978548249008,50,0.014254334868599325,0.0,0.0
true,false,false,true,false,true,false,0.5819156359610788,1.0,1.0331282471627343,1.0,0.6784866209823983,0.013649252835713395,0.16590962030236023,70.98055077267628,-0.8827740877392428,-1.0,0.03961411625672388,0.9999911478882209,0.19525439223714167,16,0.014061355184387586,0.0,0.0
false,true,false,true,true,false,true,0.5653214932259993,1.0349106599447078,1.0047877672502032,1.0,0.7401497857507713,0.37588613689878264,0.8061277972775966,87.78936298463641,-0.7164894419548093,0.4884534082835035,0.08242367435595307,0.11717200043642789,0.0032854737940744305,49,0.004614053295805182,0.0,0.0
true,true,false,false,true,false,true,0.11518434068420882,1.0009011627248443,1.0,1.0,0.4626374577570058,0.0,0.0,0.1220703125,-0.5199994664564611,-0.22806132471027762,0.19757344783430802,0.8228070446827734,0.008299839335666186,37,0.005441083748154686,0.0,0.0
true,true,true,true,true,true,false,0.7492681467609416,1.0116277490214,1.0011751051279143,1.0,0.36153512746112865,0.11011372220296377,36.12939301747682,0.032108782547243774,-0.07389459891145744,-0.06361271846388106,0.6935855175546884,0.9965898648012496,0.018387083502495665,62,0.013138722820665496,0.0,0.0
false,false,true,false,false,false,true,0.4916119274028409,1.1256788389080774,1.0023403830323492,1.0,0.6973148019627111,1.4748638151262916,0.1953125,0.20176727877235312,0.017009425115642296,-0.011974482161791644,0.48302379517870453,0.4073182901154657,0.041159958291090204,7,0.005180489944012199,0.0,0.0
true,false,true,false,false,false,true,0.4940294802522087,1.1231155452831252,1.0030167901092437,1.0008640476594453,0.6899669032413914,1.4702294866919399,0.0,71.74753012212304,0.018080566110744156,-0.01268129678210439,1.0,0.0,0.009761856715638319,15,0.005182081710515722,0.0,0.0
false,false,true,false,true,false,true,0.5003716088210838,1.104322025127391,1.004232670620325,1.0018907373434955,0.697186231761575,1.4787474793835695,4.934900208970494,100.0,0.016521808625422185,-0.012450933733123226,1.0,0.9606793232061535,0.0013032342991647198,29,0.0051777004492006735,0.0,0.0
true,true,false,true,false,false,true,0.6078702203322227,1.0412270334401001,1.0067483937069273,1.0,0.7502815390199463,0.34178358823660293,0.0,95.86658052586911,0.7085952080015263,-0.05453202717755379,0.10166121264625343,0.10431384467204938,0.9815481415385784,35,0.004652546064642625,0.0,0.0
true,false,false,true,false,true,false,0.5551792847111078,1.0063507633340387,1.0395279723348152,1.0,0.6966585147587951,0.011257793805863597,0.10285421973146201,100.0,-0.8652357341777903,0.3648880665791914,0.013967374168444664,0.7973734769233428,0.19132422967411425,16,0.014004346347699224,0.0,0.0
false,false,true,false,false,false,true,0.48781714056679965,1.1265672690511261,1.0025735970296028,1.0003263967498948,0.6980043208462551,1.4608172357983726,4.661045522286937,25.91265588808227,0.017032912533665456,-0.011969199924546259,0.3530456461437041,0.164059257659321,1.3671896756957167E-4,7,0.005180594613699488,0.0,0.0
false,true,true,false,true,false,true,0.14919062142317946,1.1277416789990338,1.0,1.0,0.43911261220475106,0.01231944976907774,10.247669139721499,0.16980297615922174,0.02446256300905647,-0.00504109839819189,0.8100281410441151,1.0,0.00468396145882029,47,0.005051398643440578,0.0,0.0
true,false,true,false,false,false,true,0.5303989365375913,1.0997096645597972,1.0032106079859442,1.0009600859908807,0.6860868392299468,1.4739153351515424,0.0,32.40936669450436,0.017755549673422077,-0.012607763725903887,0.17492373195090938,0.3648201653923813,0.0011555230257156693,15,0.005181957999482369,0.0,0.0
true,false,true,true,false,true,false,0.992927054326723,1.0004395768151795,1.0,1.0000622670995298,0.6381017765994155,0.20660397530222752,0.36082183585281946,20.900717061000773,-0.001843436248903485,-0.02539009270659298,0.16653715815289824,0.9523619534039106,0.3547995706004684,38,0.015883076823105878,0.0,0.0
false,true,false,true,true,true,false,0.03277377979185459,1.2764213087382983,1.0225373288029607,1.0001025127176042,0.20260248142689272,1.9378114772335504,0.21548238562875002,0.0,0.24829118190674904,0.5061661805646389,0.014688364573855979,0.6095448796713683,0.03660592106143101,48,0.013824371072584333,0.0,0.0
true,true,false,true,false,false,true,0.6080338706158841,1.041481859666868,1.0067044007104469,1.0,0.7501562035713212,0.3396621599177311,1.3025672718306986,95.82062109161498,0.9533286885710854,-0.03257875573210933,0.09947765194737129,0.10465954634641889,0.7331040943863614,35,0.004651795475027651,0.0,0.0
true,true,false,false,false,true,false,0.33904471973325456,1.1187941710393943,1.0191696846254392,1.1223637095975825,0.403101214633993,0.0,93.40750162815094,0.3178331808837967,-0.3076265955238495,-0.553225708478573,0.4202831725255574,0.6189982990211274,0.6926811811500626,12,0.013943188487931739,0.0,0.0
true,true,false,false,false,true,false,0.3497847779496572,1.0383386652240756,1.0184802213338922,1.1279301574575409,0.402676342286705,0.01148755795591437,98.43899977957695,0.33715626952607947,1.0,0.033703511138186704,0.0,0.10171158078803431,0.9291190527015969,12,0.013942285210979333,0.0,0.0
true,true,false,true,true,true,false,0.4915941733516109,1.0093398792340593,1.0007305724237043,1.0749355251387027,0.38015838823103026,0.14403673528918134,94.88121132723077,0.3912629085717318,-0.11059133679757294,-0.42106349315183933,0.007315542917616544,0.9932994368524244,0.018904407902085158,56,0.012303370349546658,0.0,0.0
false,true,true,true,true,false,true,0.6050267267837606,1.0458241664795178,1.0081574530268809,1.0,0.6526984281776991,0.30575177862208625,5.509456764008013,99.74140374468534,0.03967565217665836,5.16867306181279E-4,0.10008121056876934,0.25520232581806745,0.0013920095830566783,61,0.004069139040314004,0.0,0.0
true,true,false,true,true,true,false,0.4945520689920351,1.02098963429365,1.00119215343881,1.0750520674228292,0.381457659276781,0.14299765417287433,93.60492209113904,0.39421538777312776,-0.6346797695921076,-0.38741275164989086,0.007292044747512457,0.9940389582695888,0.01890352260048296,56,0.012297215245154902,0.0,0.0
true,true,false,true,true,false,true,0.5256844808925363,1.0472372653061917,1.0063340169216113,1.0,0.6949996235834306,0.39606792170508043,1.4640748570349833,82.51076638680424,0.5204668156362895,0.2998119905061063,0.07721164852509457,0.16210960999919918,0.004531551531722357,57,0.004623617897452988,0.0,0.0
true,true,false,false,true,true,false,0.4572536728380727,1.0886245518388755,1.0033006009883716,1.0719214606128735,0.38142102839061276,0.175554216420097,96.48663321261941,0.3734523407053315,-0.2999403034042222,0.19156345889105708,0.6458289032071806,0.5209879458713911,0.01903485076048921,36,0.012612956058233909,0.0,0.0
true,true,false,false,true,true,false,0.46093714071657155,1.1080605244206243,1.0040018466939513,1.0707493543387685,0.38079416330902494,0.16796166750219033,94.01267059010002,0.3764819685952019,-0.18344729908157165,0.07524805113515698,0.23763199172524832,0.19844813341437884,0.019041327502944183,36,0.012611894331597304,0.0,0.0
false,true,false,true,true,false,true,0.5517142047079013,1.0428993481921067,1.0045281081267476,1.0,0.7371615985509933,0.3905301753925771,1.5614018710980455,85.92727952266206,0.4454648616093939,0.5371316227575962,0.0701938727324349,0.14572088414021517,0.005269200879885129,49,0.0046112724322190735,0.0,0.0
true,false,true,true,false,true,false,0.9312534507116138,1.0,1.0,1.0,0.6666606755075979,0.3365059217463323,0.23753006539415067,0.0,0.030142797067712834,-0.03046004556419546,0.14435913560680577,0.9046979560990107,0.33263421405188287,38,0.015757073241525574,0.0,0.0
true,false,true,true,false,true,false,0.8947400681415576,1.0007270193854856,1.0030792205290358,1.0,0.7172474234684245,0.2115678037883209,0.13535265736432378,60.214500023222975,0.00651812817177988,-0.025877560137423927,0.11062059047121726,0.781652529632563,0.32416954949643606,38,0.015682798730873818,0.0,0.0
false,true,true,false,false,true,false,0.31448910241193884,1.1490696212381735,1.0018871965446818,1.046741784369008,0.5574430110998428,0.0,44.468498536077526,0.0,0.01920524768521048,0.0020303960153202905,0.5436830010092302,0.6172338232021306,0.33588334535290054,20,0.022330544395641787,0.0,0.0
